Date,Time,open,high,low,close,volume,RSI_rsi,SMA_sma,CCI_cci,ATR_atr,BBANDS_upper_band,BBANDS_middle_band,BBANDS_lower_band,EMA_ema,MACD_macd,MACD_macd_signal,MACD_macd_hist,STOCH_slow_k,STOCH_slow_d,ADX_adx
2025-01-31,12:30,125.32,125.9548,124.11,124.17,27608473.0,47.65147,123.44011,49.035238,2.67147,128.79321,123.27078,117.74835,124.099566,-1.054472,-2.050472,0.99599963,62.25641,74.97436,23.22218
2025-01-31,13:30,124.1511,124.4276,122.57,123.010002,34339688.0,44.92089,123.85344,12.52556,2.61333,128.24075,123.051785,117.86282,123.88165,-1.045126,-1.8494,0.80427699,50.35901,62.18804,21.93432
2025-01-31,14:30,123.025002,123.13,119.8801,120.1099,48003349.0,38.91667,123.92399,-61.19161,2.6588,127.16686,122.60728,118.047702,123.1273,-1.25724,-1.73097,0.47373042,20.61439,44.40994,21.6707
2025-01-31,15:30,120.105,120.35,119.19,120.0,40804602.0,38.70553,123.76232,-96.38905,2.55174,127.05501,122.40728,117.75955,122.50184,-1.41787,-1.66835,0.25048378,19.4872,30.15353,21.63988
2025-02-03,09:30,114.71,116.39,113.010002,115.76,133603571.0,31.58586,122.91177,-222.40583,2.86876,127.50982,122.0462,116.58258,121.15347,-1.86579,-1.70784,-0.1579504,18.531,19.5442,23.080164
2025-02-03,10:30,115.75,117.99,115.42,116.537,54937016.0,33.98241,121.98143,-146.89207,2.84742,127.66641,121.72313,115.77985,120.23018,-2.13348,-1.79296,-0.34051264,23.76686,20.59502,23.73023
2025-02-03,11:30,116.54,117.4,115.85,115.89,28736939.0,32.94743,120.83743,-133.20438,2.75475,127.90336,121.43813,114.9729,119.36214,-2.37051,-1.90847,-0.462033,19.40699,20.56828,24.33387
2025-02-03,12:30,115.88,116.49,115.51,115.9399,28422904.0,33.11663,119.63631,-125.50914,2.62798,128.084735,121.18963,114.29452,118.6777,-2.52522,-2.031822,-0.49339513,19.74327,20.97237,24.97407
2025-02-03,13:30,115.94,118.57,115.9,117.6448,36003187.0,38.79865,118.78462,-82.30611,2.63098,127.91322,120.91437,113.91551,118.47112,-2.48165,-2.12179,-0.35986157,31.23179,23.46069,24.63763
2025-02-03,14:30,117.645,118.1314,117.15,117.4699,27327687.0,38.4379,118.040168,-69.76512,2.51315,127.61719,120.59736,113.57753,118.27087,-2.43319,-2.18407,-0.24911833,30.053241,27.0094343,24.32522
2025-02-03,15:30,117.47,117.93,116.010002,116.66,25588651.0,36.73454,117.33461,-77.57726,2.47079,127.6687,120.45186,113.23502,117.9487,-2.43209,-2.23367,-0.19842151,24.5957,28.62691,24.36837
2025-02-04,09:30,116.94,121.2,116.7,119.93,77281308.0,46.95541,117.31462,-24.89059,2.61859,127.68862,120.49563,113.30263,118.34496,-2.14267,-2.21547,0.072803361,46.63073,33.75989,23.042443
2025-02-04,10:30,119.945,120.36,119.28,120.11,33507532.0,47.4586,117.32685,-11.3208,2.50869,127.71099,120.53663,113.36226,118.69797,-1.87713,-2.1478,0.27067061,50.85959,40.69534,21.81122
2025-02-04,11:30,120.11,120.17,117.86,117.89,29580724.0,42.14811,117.56351,-37.90426,2.4945,127.71147,120.45738,113.20328,118.53637,-1.8248,-2.083202,0.2584068,37.69851,45.062943,21.14953
2025-02-04,12:30,117.89,119.33,117.8501,119.090103,20084695.0,45.68628,117.84719,-32.71387,2.42202,127.60141,120.33913,113.076848,118.64712,-1.66726,-2.00001356,0.33275394,53.25203,47.27004,20.53845
2025-02-04,13:30,119.089996,119.82,119.0,119.31,17759010.0,46.33394,118.22719,-16.54725,2.30759,127.26773,120.13388,113.000026777,118.7797,-1.50729,-1.90147,0.39417667,62.25295,51.06783,19.74718
2025-02-04,14:30,119.31,119.6,118.35,118.465,21662859.0,44.15502,118.50776,-25.48603,2.23205,126.62861,119.81163,112.99465,118.71676,-1.43219,-1.80761,0.37542118,66.60559,60.70352,19.25974
2025-02-04,15:30,118.4661,118.955,118.080002,118.68,17723334.0,44.86548,118.62278,-25.87587,2.13512,125.60378,119.43633,113.26888,118.7094,-1.33988,-1.71407,0.37418613,69.23079,66.029776,18.91172
2025-02-05,09:30,121.7525,123.39,120.76,122.31,88881320.0,55.22296,119.16057,88.6169,2.31904,124.58033,119.21433,113.84833,119.42952,-0.9627159,-1.5638,0.60108134,86.44916,74.095181,18.40667
2025-02-05,10:30,122.3154,123.5,122.029999,123.226,32583793.0,57.39785,119.89012,124.31151,2.25839,124.063694,119.11013,114.15657,120.18882,-0.58317345,-1.36767,0.78449902,96.57069,84.083547,17.97603
